""	"MS"	"mL"
"5092"	-0.013	-0.002
"5093"	0.001	0.004
"50937"	0	0.002
"50939"	-0.001	-0.001
"5094"	-0.002	-0.001
"50940"	0	0.001
"50943"	0	0.002
"50944"	0.001	0.002
"50945"	-0.001	-0.002
"5095"	-0.003	0.005
"5096"	-0.013	0.003
"50964"	0	0
"5097"	0.003	0.008
"5098"	0.003	-0.001
"5099"	0.005	0
"50999"	0.005	0.001
"51"	-0.002	0.001
"5100"	-0.002	-0.003
"51000"	-0.01	0
"51001"	0.004	-0.001
"51002"	0.003	0.001
"51003"	-0.001	-0.002
"51004"	-0.006	0.002
"51005"	-0.01	0.003
"51006"	-0.007	-0.007
"51008"	-0.007	-0.005
"51009"	0.002	0.003
"5101"	0	0
"51010"	0.005	-0.001
"51011"	-0.004	-0.007
"51012"	-0.001	0.005
"51013"	-0.002	-0.004
"51014"	0	0.003
"51015"	0.004	0.004
"51016"	0.007	0.006
"51018"	0.008	-0.001
"51019"	-0.008	0
"51020"	0.002	-0.004
"51021"	-0.008	-0.003
"51022"	0.003	0.002
"51023"	0.002	-0.001
"51024"	-0.01	0
"51025"	0.001	-0.003
"51026"	0.002	-0.001
"51027"	-0.007	-0.002
"51028"	-0.004	-0.008
"51029"	0.004	-0.005
"51030"	0	0.005
"51031"	-0.008	-0.001
"51032"	-0.001	-0.001
"51035"	-0.003	-0.003
"5104"	0.002	0.043
"51042"	0.004	0
"51043"	-0.005	0.009
"51046"	-0.001	-0.002
"5105"	-0.001	-0.001
"51050"	0.002	-0.003
"51052"	0.001	0.003
"51053"	0.005	0.006
"51054"	0.003	0.004
"51056"	-0.003	-0.003
"51057"	0	0
"51058"	-0.004	-0.003
"51059"	0.003	0.003
"5106"	-0.006	0
"51060"	0	-0.001
"51061"	0	-0.004
"51062"	0.005	0.009
"51063"	0.002	0.004
"51065"	-0.004	0.002
"51066"	0.002	0.001
"51067"	0.001	0.001
"51068"	0.001	0.002
"51069"	-0.001	-0.007
"51070"	0.004	0.001
"51071"	-0.016	0
"51072"	0.001	-0.003
"51073"	0.002	-0.006
"51074"	0	0.004
"51075"	0.002	-0.002
"51076"	-0.005	0.001
"51077"	-0.002	0
"51078"	-0.001	-0.002
"51079"	-0.004	0.001
"5108"	-0.001	0
"51081"	0	0
"51082"	-0.001	-0.005
"51083"	-0.01	-0.007
"51084"	-0.014	0.002
"51085"	-0.006	0
"51086"	0	0
"51087"	-0.011	-0.004
"51088"	-0.005	0.01
"51090"	-0.01	0.002
"51091"	-0.005	-0.001
"51092"	-0.002	-0.005
"51093"	-0.014	0.002
"51094"	0	0
"51095"	0.001	0.001
"51096"	0.004	-0.005
"51097"	-0.009	0.02
"51098"	-0.001	0.004
"51099"	0	0.003
"5110"	-0.001	-0.001
"51100"	-0.003	0.004
"51101"	0.005	0.01
"51102"	-0.005	-0.005
"51103"	-0.01	0
"51104"	0.006	0.003
"51105"	-0.001	0
"51106"	-0.013	-0.001
"51107"	-0.003	-0.002
"51108"	-0.003	-0.003
"51109"	-0.006	-0.001
"5111"	0.003	-0.003
"51110"	-0.011	-0.003
"51111"	-0.006	-0.004
"51112"	-0.006	-0.004
"51114"	-0.003	-0.001
"51115"	-0.011	0.001
"51116"	0.001	-0.004
"51118"	0.008	-0.001
"51119"	0.008	0.005
"51121"	-0.002	-0.005
"51122"	-0.003	0
"51123"	-0.001	-0.005
"51124"	0.005	0.003
"51125"	0.002	0
"51126"	0.004	0.001
"51127"	0.006	-0.002
"51128"	-0.002	0.001
"51129"	0.001	0.001
"51130"	0	-0.004
"51131"	-0.013	0.003
"51132"	0	0
"51133"	-0.007	-0.004
"51134"	0.005	0
"51135"	-0.011	0.005
"51136"	-0.009	0.001
"51138"	0.003	0.001
"51141"	-0.002	0.003
"51142"	0	0
"51143"	0.001	-0.001
"51144"	-0.01	-0.008
"51145"	-0.002	-0.002
"51146"	-0.001	0
"51147"	-0.007	-0.003
"51148"	0.003	0.007
"51149"	0	-0.001
"51150"	0.001	0.001
"51151"	0.001	0.001
"51152"	0.002	0.001
"51154"	0.007	-0.009
"51155"	-0.002	0.003
"51156"	-0.001	-0.001
"51157"	0.001	0
"5116"	-0.003	-0.007
"51160"	-0.006	0.002
"51161"	0.001	0.003
"51162"	0.005	0
"51163"	-0.001	0
"51164"	0.001	0.001
"51166"	-0.003	-0.002
"51167"	-0.003	0.008
"51168"	0.002	0.004
"51170"	0.007	0.008
"51171"	0.019	0.003
"51172"	-0.01	-0.006
"51174"	0.001	0.001
"51175"	0	-0.001
"51176"	0.029	0.013
"51177"	0.019	0.018
"51179"	0.001	0
"5118"	0.014	0.003
"51181"	-0.004	0.01
"51182"	0.007	-0.004
"51184"	-0.001	0.004
"51185"	-0.006	-0.006
"51186"	0.013	0.007
"51187"	0.001	-0.004
"51188"	0.006	0.006
"5119"	0.002	0.003
"51191"	-0.003	0.007
"51192"	0.001	0.011
"51193"	0	0
"51194"	0	-0.008
"51195"	0.008	0.005
"51196"	0.002	-0.001
"51198"	0.003	0.001
"51199"	-0.001	-0.002
"51200"	-0.001	-0.019
"51201"	-0.005	0.007
"51202"	0.002	-0.001
"51203"	-0.012	-0.003
"51204"	-0.007	-0.004
"51205"	-0.009	0
"51206"	0.001	0.003
"51207"	0.001	0
"51208"	0	0
"51209"	0.01	0.001
"5121"	-0.005	-0.01
"51213"	-0.001	-0.001
"51214"	0.002	0.001
"51218"	0.005	0.005
"5122"	0.004	0.002
"51222"	0.017	0.003
"51224"	0.001	0.002
"51225"	0.007	-0.002
"51226"	0.014	0.005
"51227"	-0.009	-0.006
"51228"	-0.001	-0.001
"51230"	0.004	0.01
"51231"	-0.006	0.001
"51232"	0.005	-0.004
"51233"	-0.001	0.002
"51234"	-0.004	-0.002
"51236"	0	-0.001
"51237"	0.009	0.01
"51239"	0	0.001
"51241"	-0.001	0
"51244"	-0.002	-0.001
"51246"	-0.004	0.003
"51247"	0	0.001
"51248"	0	-0.002
"51249"	-0.01	-0.004
"5125"	0.021	-0.005
"51250"	-0.001	-0.001
"51251"	0.005	0.002
"51252"	0	-0.001
"51253"	-0.007	-0.008
"51255"	-0.003	0.002
"51256"	-0.007	-0.004
"51257"	-0.006	0.005
"51258"	-0.002	0.001
"51259"	0.004	-0.001
"5126"	-0.002	0
"51260"	0.004	0.003
"51263"	0.003	0
"51264"	0	0
"51265"	0.001	0.001
"51266"	0.002	0.004
"51267"	0.01	-0.005
"51268"	0.001	0.001
"5127"	-0.001	0.003
"51270"	-0.001	0
"51271"	0.002	0.006
"51272"	0	-0.001
"51274"	0	0.002
"51275"	-0.002	-0.003
"51276"	-0.004	0
"51277"	0.003	0.009
"51278"	0.004	0.016
"51279"	-0.015	-0.015
"5128"	0.006	-0.001
"51280"	-0.01	0.02
"51281"	0	0.002
"51282"	0	0.004
"51283"	0.003	-0.003
"51284"	0	0.001
"51285"	0.015	-0.012
"51286"	-0.002	-0.002
"51287"	0.008	0.002
"51289"	0.001	0
"5129"	0.003	-0.002
"51290"	-0.001	0
"51291"	-0.016	0.001
"51292"	-0.006	-0.002
"51293"	0.006	0.001
"51294"	0.004	-0.001
"51295"	0.002	-0.004
"51296"	0	-0.016
"51297"	0	-0.001
"51298"	0	0
"51299"	0.004	-0.001
"513"	-0.005	-0.007
"5130"	0.001	0
"51300"	-0.006	-0.006
"51302"	0.001	-0.005
"51303"	0.004	-0.014
"51304"	0.002	0.001
"51305"	-0.001	0
"51306"	0.012	0.005
"51307"	-0.001	0.002
"51308"	0.002	0.002
"51309"	-0.004	-0.001
"51310"	0.01	0.014
"51311"	0	-0.001
"51312"	-0.014	-0.023
"51313"	0.022	0.01
"51314"	-0.002	0
"51315"	-0.005	-0.003
"51316"	-0.001	-0.002
"51317"	-0.004	0
"51318"	-0.001	-0.001
"51319"	-0.006	0.004
"5132"	-0.002	0
"51320"	0.01	0.004
"51321"	-0.005	-0.003
"51322"	0.001	0.003
"51324"	0	0.001
"51326"	0.003	0
"51327"	0.002	0
"51329"	-0.001	-0.004
"5133"	0.001	0.001
"51330"	0.007	0.011
"51332"	0.011	0
"51333"	0.007	-0.002
"51334"	0.006	-0.002
"51335"	0.001	0.004
"51337"	0.002	-0.007
"51338"	-0.001	0
"51339"	-0.002	-0.009
"5134"	0.001	-0.002
"51340"	-0.001	-0.007
"51341"	-0.001	-0.002
"51343"	0.001	0.007
"51347"	0	-0.002
"51348"	0	0
"51350"	0	0
"51351"	0	-0.001
"51352"	0	0.001
"5136"	0	0.003
"51360"	-0.011	-0.003
"51361"	0.006	0.007
"51362"	-0.007	-0.006
"51363"	-0.002	0.007
"51364"	0	0.008
"51365"	0.008	-0.003
"51366"	0.003	-0.001
"51367"	-0.004	-0.003
"51368"	-0.006	0.003
"5137"	0.015	-0.013
"51371"	0	-0.001
"51372"	0.001	0.001
"51373"	0.011	0
"51374"	-0.008	-0.001
"51375"	0	0.003
"51377"	-0.004	-0.005
"51378"	-0.001	0
"51379"	-0.001	0.001
"5138"	0.014	0
"51380"	0.002	-0.001
"51382"	0.004	0.007
"51384"	0	-0.001
"51385"	-0.001	0
"51386"	-0.005	-0.005
"51388"	0.005	-0.005
"51389"	0.007	0.003
"5139"	0.001	0.002
"51390"	-0.002	0.008
"51393"	0.011	0.006
"51397"	-0.004	0.002
"51398"	-0.001	0
"51399"	0.007	0.008
"514"	-0.001	0.001
"5140"	-0.002	-0.002
"51400"	0.003	0.004
"51402"	-0.001	-0.001
"51406"	0.002	0.003
"51409"	-0.008	-0.003
"5141"	0.001	0.004
"51411"	0.001	-0.001
"51412"	0.001	-0.001
"5142"	-0.012	-0.009
"51421"	0	0
"51422"	-0.001	0.006
"51426"	0.001	0
"51427"	0.001	0.001
"51428"	-0.002	-0.002
"51429"	0.003	0.003
"5143"	0.002	0
"51430"	0.001	0
"51433"	-0.005	-0.004
"51434"	-0.006	-0.004
"51435"	-0.029	-0.034
"51438"	0	0.002
"51439"	-0.004	-0.003
"5144"	0.013	0.014
"51440"	0.005	0.001
"51441"	0.001	0.001
"51442"	-0.018	-0.016
"51444"	0.005	-0.003
"51447"	0.005	0.005
"51449"	0.001	-0.004
"5145"	0.001	-0.004
"51450"	-0.019	-0.024
"51451"	-0.009	-0.005
"51454"	-0.003	-0.004
"51455"	0.003	0.001
"51458"	-0.013	-0.004
"5146"	-0.003	-0.003
"51460"	0.001	0.005
"51463"	-0.001	-0.003
"51465"	0.001	-0.011
"51466"	-0.004	0.002
"5147"	-0.001	-0.002
"51471"	-0.003	-0.003
"51473"	-0.001	0.027
"51474"	0.022	0.014
"51475"	0	-0.001
"51477"	0.01	0.002
"51478"	0.002	0.003
"51479"	0	0
"5148"	-0.001	-0.003
"51480"	0	-0.001
"51481"	0	-0.001
"5149"	0	0
"51490"	-0.003	-0.002
"51491"	0.012	-0.002
"51493"	-0.001	0.001
"51495"	-0.002	0
"51496"	0.004	0
"51497"	0.001	0
"51499"	0.002	-0.004
"515"	-0.004	-0.003
"5150"	0.003	-0.008
"51501"	-0.005	-0.002
"51503"	-0.001	-0.001
"51504"	0.005	0.004
"51506"	-0.007	0.003
"51507"	-0.003	-0.003
"5151"	-0.005	-0.008
"51510"	-0.001	0.011
"51512"	-0.007	-0.014
"51513"	-0.005	0.01
"51514"	-0.002	-0.002
"51517"	-0.002	0.001
"5152"	-0.004	-0.011
"51520"	-0.012	-0.008
"51522"	-0.012	-0.003
"51523"	0.005	0.023
"51524"	0.008	-0.004
"51526"	0.002	0.005
"51527"	0.002	0.007
"51528"	-0.006	0
"51529"	0.001	0
"5153"	0	0
"51530"	-0.002	0.001
"51531"	-0.002	0.004
"51533"	0	0.004
"51534"	-0.003	-0.004
"51535"	-0.001	0.001
"51537"	-0.005	0.003
"51538"	-0.001	-0.005
"5154"	0.008	0
"51540"	0.001	-0.002
"51542"	-0.004	-0.006
"51545"	-0.003	-0.01
"51547"	0.002	0.004
"51548"	0.002	0.003
"5155"	0.017	0.019
"51550"	-0.008	-0.003
"51552"	-0.001	0.002
"51554"	0.001	0.001
"51555"	0.001	-0.001
"51557"	0	0
"51559"	0.014	0
"5156"	0.006	-0.003
"51560"	-0.003	-0.005
"51561"	0.01	0.016
"51562"	-0.001	0.002
"51564"	-0.006	-0.008
"51566"	-0.002	0.001
"51567"	0	0.001
"51569"	0.002	0.004
"5157"	0.002	0.011
"51571"	0.003	0.001
"51573"	-0.001	0.003
"51574"	-0.007	-0.002
"51575"	0.001	0
"5158"	-0.012	0.001
"51582"	0.003	0.004
"51585"	0.001	-0.009
"51586"	-0.003	0.001
"51588"	-0.004	0.003
"5159"	0.011	0.014
"51592"	-0.002	-0.001
"51593"	0.001	0
"51594"	-0.004	-0.007
"51596"	-0.005	-0.001
"51599"	-0.002	0.003
"516"	-0.003	-0.006
"5160"	-0.001	-0.004
"51601"	-0.001	0
"51602"	0.004	-0.001
"51603"	-0.002	-0.006
"51604"	-0.001	0.014
"51605"	0.003	0.001
"51606"	-0.003	0
"51608"	0.001	0.001
"5161"	-0.001	-0.003
"51611"	-0.014	-0.018
"51614"	-0.01	-0.004
"51616"	-0.002	0.002
"51617"	-0.001	0
"51619"	-0.006	-0.005
"5162"	-0.005	-0.005
"51621"	0.009	0.008
"51622"	-0.003	-0.001
"51626"	-0.007	0.003
"51629"	0.002	0
"5163"	-0.001	-0.003
"51631"	0.002	-0.001
"51633"	0.004	-0.006
"51634"	-0.001	0
"51635"	-0.014	0.001
"51637"	0.002	0.001
"51639"	0.004	0.001
"5164"	-0.003	-0.003
"51642"	-0.004	-0.006
"51643"	-0.004	0.006
"51645"	0.002	0.002
"51646"	0.001	0.005
"51647"	0.006	0.007
"51649"	0.003	0.001
"5165"	-0.014	0.013
"51650"	-0.01	-0.008
"51651"	0.003	-0.002
"51652"	-0.011	-0.001
"51654"	-0.004	-0.004
"51655"	-0.008	0.014
"51657"	-0.018	-0.001
"51659"	-0.014	-0.006
"5166"	0.001	0.026
"51660"	-0.004	-0.002
"51661"	0	0
"51663"	0	0
"51665"	0.007	-0.001
"51666"	0	0.001
"51667"	-0.015	-0.007
"51668"	0.004	0.006
"51669"	-0.007	0.005
"5167"	0.002	0.015
"51673"	0.003	0.019
"51676"	-0.001	-0.001
"51678"	0.008	-0.004
"5168"	0.021	0.001
"51684"	0.005	0.002
"51686"	-0.002	-0.001
"5169"	0.002	0.01
"51690"	0.005	0
"51691"	-0.006	-0.008
"51692"	-0.004	-0.002
"51693"	0	0.003
"51696"	0.002	0.003
"51699"	-0.004	0.003
"517"	-0.008	-0.003
"5170"	0	0.001
"51700"	-0.016	-0.016
"51701"	0.004	0.004
"51702"	-0.002	-0.004
"51703"	-0.017	-0.015
"51704"	-0.003	-0.004
"51705"	0.009	-0.004
"51706"	0.002	0.013
"51710"	0.002	0.001
"51714"	0	0
"51715"	0	-0.001
"51716"	0.004	0.001
"51719"	-0.003	0.002
"5172"	-0.014	-0.006
"51720"	0.001	0.001
"51725"	0	0
"51726"	0.003	-0.001
"51727"	-0.017	-0.018
"51728"	0.01	-0.002
"51729"	0.002	0.001
"5173"	0.002	0.001
"51733"	-0.002	0.005
"51734"	-0.006	0.012
"51735"	0.003	-0.005
"51738"	0	-0.001
"5174"	0	0.014
"51741"	0	0.001
"51742"	0.005	0
"51744"	-0.001	-0.001
"51747"	0.003	-0.001
"5175"	0.009	-0.002
"51750"	0	-0.001
"51751"	0.003	0.001
"51752"	-0.003	-0.004
"51754"	-0.005	0.002
"51755"	0.009	-0.004
"51759"	0	-0.001
"5176"	0.018	0.005
"51760"	-0.004	0.018
"51761"	0.001	0.002
"51762"	0.005	0.009
"51763"	0.001	0.001
"51764"	0.002	-0.002
"51765"	0.019	0.013
"51768"	0.006	-0.003
"51773"	0.005	0.005
"51776"	0.007	0.001
"51778"	-0.002	-0.002
"5178"	0.028	0.002
"51780"	-0.006	-0.003
"5179"	0.004	-0.006
"518"	-0.001	-0.007
"51802"	0	0.001
"51804"	0.008	-0.007
"51805"	-0.009	-0.009
"51806"	-0.022	-0.029
"51807"	0	-0.003
"51808"	0.007	0.003
"51809"	0.001	0.003
"51816"	-0.003	0.006
"5184"	0.004	0.006
"5187"	0.015	0.002
"5188"	-0.01	-0.005
"5189"	-0.009	0
"5190"	-0.007	-0.003
"5191"	-0.012	0.006
"5192"	-0.008	-0.004
"5193"	0	0
"5194"	-0.004	0.001
"5195"	0.003	0.002
"5196"	0	0
"5197"	0.001	0.002
"5198"	-0.003	-0.01
"5199"	0.003	0.003
"52"	-0.005	-0.005
"5201"	0.002	0.004
"5202"	0.006	0
"5203"	0.005	-0.003
"5204"	-0.002	-0.002
"5205"	-0.01	0.008
"5207"	-0.001	0.001
"5208"	0.006	0
"5209"	0.01	0.006
"521"	-0.002	-0.002
"5210"	0.005	0.015
"5211"	-0.003	0.001
"5212"	0.007	-0.001
"5213"	0.008	-0.006
"5214"	0.005	0.005
"5216"	0.001	0
"5217"	0	0.002
"5218"	0.005	-0.01
"522"	-0.001	0.002
"5222"	0.003	0.002
"5223"	0.005	0.003
"5224"	0.002	0
"5225"	-0.004	0.024
"5226"	-0.013	-0.005
"5228"	0.017	-0.002
"5229"	-0.003	0.003
"523"	-0.004	0.002
"5230"	0	-0.002
"5232"	0	-0.001
"5236"	0.005	-0.009
"5238"	-0.001	0.011
"5239"	0.01	0.003
"5241"	0.008	0.03
"5243"	0.032	0.001
"5244"	0.004	0.002
"5245"	0.005	0.001
"525"	-0.031	-0.025
"5250"	0.001	-0.001
"5251"	-0.003	0.006
"5252"	0.009	0.01
"5253"	-0.002	0.001
"5255"	-0.005	0.018
"5256"	0.003	-0.003
"5257"	-0.01	-0.001
"526"	-0.012	-0.02
"5260"	0.004	0.005
"5261"	0.007	0.007
"5264"	-0.005	0.004
"5265"	0.002	0.03
"5266"	-0.037	-0.021
"5267"	0	0
"5268"	0.031	-0.009
"5269"	-0.009	0
"527"	0.002	0.005
"5270"	-0.009	-0.028
"5271"	0.008	0.01
"5272"	-0.002	0
"5273"	0.001	0
"5274"	0.016	0.007
"5275"	-0.011	-0.015
"5276"	0	0.001
"5277"	0	0.008
"5279"	-0.01	0
"528"	0.004	0.006
"5281"	-0.008	-0.002
"5283"	0.007	0.005
"5284"	-0.05	-0.051
"5286"	0.002	0.002
"5287"	0.008	0.015
"5288"	-0.003	-0.012
"5289"	0.001	0.004
"529"	-0.006	0.003
"5290"	0.006	0.003
"5291"	-0.01	-0.002
"5292"	-0.009	-0.016
"5293"	0	0.008
"5294"	0.003	0.001
"5295"	-0.001	-0.014
"5296"	-0.007	0.001
"5297"	0	0.001
"5298"	-0.003	0.007
"53"	-0.011	-0.004
"5300"	-0.001	0.004
"5303"	-0.002	-0.001
"5304"	-0.038	0.014
"5305"	0.001	0.014
"5306"	0.004	-0.004
"5307"	-0.015	-0.012
"5308"	0.002	0.001
"5309"	0	-0.001
"5310"	0.008	-0.006
"5311"	0.018	-0.009
"5313"	0.001	0.001
"5314"	0	0.001
"5315"	0.008	0.008
"5316"	0.003	0.001
"5317"	0.008	0.003
"5318"	0.008	0.007
"5319"	-0.002	-0.005
"5320"	-0.001	0.015
"5321"	0	-0.006
"5322"	0.002	0.002
"5324"	-0.001	0.002
"5325"	-0.002	-0.009
"5326"	0.013	-0.001
"5327"	0.001	0.028
"5328"	-0.002	0.023
"5329"	-0.013	0.001
"533"	0.004	0.005
"5330"	0.001	-0.003
"5331"	0	0.003
"5332"	0.001	-0.002
"5333"	0.001	0.007
"53335"	0.001	-0.019
"53336"	0	0
"53339"	-0.002	0
"5334"	0.003	0.004
"53340"	-0.005	0.015
"53342"	-0.007	-0.011
"53343"	-0.006	-0.002
"53344"	0	0.005
"53345"	0.003	0.002
"53346"	0.006	0
"53347"	-0.001	0.001
"53349"	0	0.003
"5335"	0.009	0.004
"53353"	0.002	0.001
"53354"	-0.004	-0.008
"53358"	-0.001	-0.002
"5336"	-0.008	-0.024
"5337"	-0.007	0.004
"53371"	0.003	-0.001
"53373"	-0.011	0.009
"5338"	-0.022	-0.011
"5339"	0	0.001
"534"	0.003	0
"5340"	0.001	-0.001
"53405"	0.007	0.002
"53407"	-0.003	0.001
"5341"	0.002	0.001
"5342"	0.001	0.001
"5343"	0.01	0.005
"5345"	0.015	-0.003
"5346"	0.001	0.008
"5347"	0	-0.001
"5348"	0.003	0
"5349"	-0.009	0.001
"535"	0.004	0
"5350"	0.001	0.001
"5351"	-0.004	-0.011
"5352"	-0.004	0.016
"5354"	0.002	0
"5355"	0.012	0.008
"5356"	0.001	-0.004
"5357"	-0.002	0.008
"5358"	0.023	-0.001
"5359"	-0.013	-0.008
"5360"	0.004	-0.015
"5361"	0.009	-0.002
"53615"	0.006	-0.004
"53616"	0.002	0.001
"5362"	0.011	-0.002
"53630"	-0.001	-0.001
"53632"	-0.001	-0.004
"53635"	-0.003	-0.001
"53637"	0.004	0
"5364"	0.011	0.003
"5365"	-0.003	0.005
"5366"	0.004	0.008
"5367"	-0.002	-0.002
"5368"	-0.001	-0.001
"5369"	-0.002	-0.004
"537"	-0.008	0.007
"5370"	-0.001	0.001
"5371"	-0.007	-0.006
"5372"	-0.003	0
"5373"	0.001	-0.004
"5375"	0	0
"5376"	0.012	0.031
"5378"	-0.004	-0.002
"5379"	0	-0.002
"538"	0.004	0.009
"5380"	0.001	0
"53820"	-0.005	0.005
"53822"	0.001	0
"53826"	0.021	0.002
"53827"	0.001	0.001
"53828"	0.001	0.001
"53829"	-0.001	-0.001
"5383"	-0.001	0.001
"53831"	0	0
"53832"	-0.003	0.006
"53833"	0.004	-0.01
"53834"	0.013	0.009
"53836"	0.006	-0.002
"53838"	0.003	0
"53840"	-0.001	0
"53841"	0	0
"53842"	-0.002	-0.002
"5387"	0.003	-0.003
"539"	-0.007	-0.001
"53904"	-0.004	-0.003
"53905"	-0.002	-0.003
"53916"	-0.004	0.006
"53917"	-0.019	-0.017
"53918"	0.009	0.005
"53919"	0	0
"5393"	0.006	0
"53938"	-0.003	-0.002
"5394"	0.001	-0.003
"53940"	0	-0.003
"53942"	0	0.001
"53944"	0.001	0.003
"53947"	0.001	0.002
"5395"	0	0.001
"5396"	0.016	0.002
"53981"	-0.009	-0.008
"54"	-0.001	0.011
"540"	-0.001	0.001
"54014"	0.002	0.003
"54020"	-0.012	0.005
"54033"	0.005	0.015
"54039"	0.002	0
"54058"	-0.002	-0.002
"54059"	-0.006	-0.004
"5406"	0	0.003
"54065"	-0.002	0.003
"54067"	-0.002	0.002
"54069"	0.005	-0.001
"5407"	-0.001	-0.003
"54072"	-0.002	-0.002
"54073"	0.001	0.001
"54076"	0	0
"5408"	0.001	0.001
"54084"	0.001	0.001
"5409"	-0.003	0.013
"54093"	0	0.001
"54097"	-0.025	-0.018
"54101"	0.01	-0.001
"54102"	-0.022	0.017
"54103"	-0.016	-0.004
"54106"	0.001	0.001
"54107"	0.005	-0.001
"54108"	-0.001	0
"5411"	0	-0.002
"54112"	-0.002	0.003
"5412"	0.001	0.003
"5413"	-0.003	0
"5414"	-0.001	0.002
"54143"	-0.002	-0.004
"54145"	0	-0.007
"541465"	0	0
"541466"	0.001	0.001
"541468"	0.009	0
"541469"	0	0.002
"541471"	0.003	0.006
"541473"	0	-0.002
"54148"	-0.001	0.001
"54149"	-0.004	-0.004
"541565"	0.002	0.001
"541578"	0.004	0.007
"541611"	0.001	0.001
"54165"	-0.001	-0.001
"54187"	0.008	0.004
"5420"	-0.014	-0.005
"54205"	0.009	0.003
"54206"	-0.008	0.003
"54207"	0	0.002
"54209"	0.002	0
"54210"	0	0
"54212"	-0.001	0
"5422"	-0.002	-0.002
"54221"	0	0
"5423"	-0.006	0.004
"5424"	-0.002	-0.009
"5425"	-0.003	-0.004
"5426"	-0.002	-0.005
"5427"	-0.009	-0.003
"542767"	0.005	0.002
"5428"	-0.002	-0.004
"5429"	0.004	0.003
"5430"	0.007	-0.001
"5431"	-0.003	-0.004
"5432"	0.006	0
"54328"	0.001	0.001
"54329"	0.001	-0.001
"5433"	0.006	0
"54331"	0.003	0.001
"54332"	-0.002	-0.002
"54344"	-0.003	0.004
"54345"	0.021	-0.002
"54346"	0.001	0
"5435"	0.004	-0.004
"5436"	0.002	0.001
"54360"	0.004	0.002
"54361"	-0.01	0.015
"54363"	0	-0.001
"5437"	0.004	0.002
"5438"	-0.001	0.002
"54386"	0.006	0
"5439"	0.003	-0.002
"5440"	0.002	0
"54407"	0.005	0.007
"5441"	0.008	-0.001
"54413"	0.001	-0.001
"54414"	0	0.008
"5442"	-0.001	-0.005
"54429"	-0.002	-0.004
"5443"	0.006	0
"54431"	-0.001	0.002
"544314"	0.001	-0.003
"54432"	-0.01	0.005
"54433"	0.004	-0.004
"54434"	0.024	-0.003
"54435"	-0.002	0.001
"54436"	0.03	0.012
"54437"	0	0.002
"54438"	-0.001	-0.011
"5444"	0.002	0.002
"54440"	-0.001	-0.003
"54441"	-0.003	-0.004
"54442"	0.002	0
"54443"	-0.01	-0.004
"5445"	-0.006	0.008
"54453"	-0.001	0.006
"54455"	0.003	0.001
"54456"	0	-0.002
"54457"	0.009	-0.007
"54458"	-0.006	0.01
"5446"	-0.002	0.02
"54460"	-0.006	0
"54461"	0	-0.002
"54462"	0.002	0.004
"54463"	0.001	-0.019
"54464"	-0.006	-0.004
"54465"	0	0.003
"54466"	0	-0.001
"54468"	-0.001	0.006
"54469"	-0.008	0.002
"5447"	-0.005	-0.006
"54470"	-0.005	0
"54471"	0.004	-0.009
"54472"	0.008	0.009
"54474"	0.001	0.001
"54475"	0.004	-0.009
"54476"	0.001	-0.004
"54477"	0.002	-0.004
"54478"	-0.009	-0.011
"54480"	-0.006	0
"54482"	-0.007	-0.01
"54487"	0.002	0.001
"5449"	-0.001	-0.001
"54490"	0	0.019
"54491"	0.003	0.013
"54494"	-0.009	0.002
"54495"	-0.001	-0.005
"54496"	-0.008	-0.009
"54497"	-0.008	0
"54498"	-0.001	0.002
"54499"	-0.004	0.002
"545"	-0.001	-0.001
"5450"	0.005	0.001
"54502"	-0.028	0.005
"54503"	-0.006	0.002
"54504"	0.008	-0.002
"54505"	-0.001	-0.008
"54507"	-0.003	-0.005
"54508"	0.011	0.018
"54509"	-0.001	0.016
"5451"	0.004	0.006
"54510"	0.013	0.001
"54511"	0	0.004
"54512"	0.007	-0.003
"54513"	-0.001	0.001
"54514"	-0.002	-0.002
"54516"	0.004	0.001
"54517"	0.004	-0.005
"54518"	0	-0.002
"5452"	-0.002	-0.002
"54520"	0.001	0.009
"54521"	0	0.005
"54522"	0.002	-0.006
"54529"	-0.001	-0.002
"5453"	0.008	0
"54530"	-0.019	-0.004
"54531"	0.003	-0.001
"54532"	-0.016	0.004
"54534"	0.005	0.001
"54535"	-0.001	0.001
"54536"	-0.003	0.001
"54537"	0.002	0.003
"54538"	0.007	-0.001
"54539"	-0.005	-0.006
"5454"	0.001	0.001
"54540"	-0.003	-0.003
"54541"	-0.009	-0.008
"54542"	0.001	-0.003
"54543"	-0.004	-0.005
"54544"	-0.001	-0.003
"54545"	-0.005	-0.004
"54546"	0.001	0.002
"54549"	0.013	0
"5455"	0.001	0
"54550"	0	0
"54551"	-0.001	-0.004
"54552"	0.007	-0.006
"54553"	0	0.001
"54554"	-0.006	-0.005
"54555"	0.003	-0.006
"54556"	0	-0.002
"54557"	0.001	0.001
"54558"	0.001	0.008
"5456"	0.002	0
"54566"	0.002	0.004
"54567"	0.004	0
"5457"	0.002	0.001
"54575"	0.002	0
"54576"	0.001	0.002
"54577"	0	0
"54578"	0	-0.001
"54579"	0	0.001
"5458"	-0.001	-0.001
"54581"	-0.001	-0.001
"54583"	0.011	0.004
"54584"	0.009	-0.007
"54585"	0	0.005
"54586"	-0.001	-0.002
"54587"	0.01	0.004
"5459"	0	0.001
"54596"	0.007	0.004
